experiment_id                   , username    , notes                                                                                                           , approach, inference_model                                       , inference_model_size, is_rag, embedding_model                        , embedding_model_size, mean_question_accuracy, mean_time              , mean_search_time  , mean_reasoning_time, entertainment_mean_time, entertainment_mean_question_accuracy, entertainment_mean_search_time, entertainment_mean_reasoning_time, science_nature_mean_time, science_nature_mean_question_accuracy, science_nature_mean_search_time, science_nature_mean_reasoning_time, ancient_history_mean_time, ancient_history_mean_question_accuracy, ancient_history_mean_search_time, ancient_history_mean_reasoning_time, maths_mean_time       , maths_mean_question_accuracy, maths_mean_search_time, maths_mean_reasoning_time, timestamp
1d74c9544b3146f994d488e55b2bb960, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.5              , 18.7261790037155       , 17.5748345553875  ,   1.15131118893623 , 37.5917911529541       ,                    0                ,              36.4440841674805 ,                 1.14758253097534 ,  14.8362694382668       ,                     0.75             ,              13.7219821810722  ,                  1.11426782608032 ,   21.227823972702        ,                      0.5              ,               20.0423663854599  ,                   1.18543529510498 , 10.416915178299       ,            0                ,      9.18193078041077 ,          1.23496508598328, 2026-05-14 20:51:30
1d74c9544b3146f994d488e55b2bb960, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.838235294117647, 18.9847588433939       , 17.6119259034886  ,   1.37280627559213 , 17.3704787254334       ,                    0.88             ,              16.1287592506409 ,                 1.24169171333313 ,  20.1796970367432       ,                     0.923076923076923,              18.7830983125247  ,                  1.39657059999613 ,   16.003875949166        ,                      0.727272727272727,               14.5849761312658  ,                   1.41887552087957 , 25.9978124698003      ,            0.5              ,     24.2661144336065  ,          1.73167792956034, 2026-05-14 21:19:17
2099f3c908614aa8b4982a79cdfad7ea, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.8125           , 11.5155161432922       , 10.0159042701125  ,   1.49958389624953 ,  9.54772658348083      ,                    0.7              ,               8.04518465995789,                 1.5025114774704  ,  11.0334967483174       ,                     0.863636363636364,               9.54046026143161 ,                  1.49301520260898 ,   13.4862496471405       ,                      0.88             ,               11.9104630279541  ,                   1.57575091362    ,  8.80322824205671     ,            0.571428571428571,      7.5591893196106  ,          1.24402104105268, 2026-05-14 22:27:12
6351945e58764dcb8e95db416f615cdf, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.845070422535211,  3.02163187550827      ,  0.757438276855039,   2.26417889393551 ,  4.23283576965332      ,                    0.625            ,               1.89921221137047,                 2.33359414339066 ,   2.71439108167376      ,                     0.942857142857143,               0.60487710407802 ,                  2.10950174331665 ,    2.61680140949431      ,                      0.857142857142857,                0.604152055013748,                   2.01263542402358 ,  4.38809422084263     ,            0.571428571428571,      0.675218309674944,          3.71286334310259, 2026-05-14 22:48:23
ce754114a89b4cab98fe6086a4c1d547, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.80327868852459 , 13.8830213273158       ,  0.818575448677188,  13.0644360135813  , 14.8497097253799       ,                    0.7              ,               1.6333277463913 ,                13.2163716077805  ,  11.733334830313        ,                     0.909090909090909,               0.628142609740749,                 11.1051829222477  ,   14.7988166809082       ,                      0.769230769230769,                0.721248956827017,                  14.0775569035457  , 23.7565074920654      ,            0.4              ,      0.698976469039917,         23.0575209140778 , 2026-05-14 23:16:48
a7fbdff7296f48dd8081d3710db01669, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.842857142857143,  9.30843187400273      ,  8.0202340398516  ,   1.28817757197789 , 15.2448492527008       ,                    0.4              ,              13.9740747928619 ,                 1.27073483467102 ,   8.54057288169861      ,                     0.95             ,               7.27737355828285 ,                  1.26318021416664 ,    9.44738768128788      ,                      0.823529411764706,                8.14990169861737 ,                   1.2974680592032  ,  9.14218488335609     ,            0.625            ,      7.73784220218658 ,          1.40432378649712, 2026-05-15 19:10:03
396e494098794ff5a334c00048c51b80, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.885057471264368, 18.1414345653578       , 16.881278155864   ,   1.2601368701321  , 18.4589996433258       ,                    0.92             ,              17.1813520336151 ,                 1.27762404441834 ,  17.8335033257802       ,                     0.9              ,              16.5578841368357  ,                  1.27560123602549 ,   18.3191955972601       ,                      0.925925925925926,               17.084024005466   ,                   1.23515347198204 , 17.4412870407105      ,            0.4              ,     16.2264452934265  ,          1.21482515335083, 2026-05-15 19:57:39
6a5f8f2541564990aba5a950461d3f46, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.428571428571429,  8.44760928835188      ,  5.96518173671904 ,   2.48240232467651 , 11.8330892920494       ,                    0.25             ,               9.11547875404358,                 2.71755850315094 ,   6.65387749671936      ,                     0                ,               4.26975162823995 ,                  2.38410798708598 ,    8.37745499610901      ,                      0.625            ,                5.81479677557945 ,                   2.56263801455498 ,  7.18102757136027     ,            0.5              ,      4.91321206092835 ,          2.26779778798421, 2026-05-15 20:35:10
a35fc9eb36244a43b9b3414ed7f72eeb, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.836065573770492, 16.6623250461016       , 15.4339759232568  ,   1.22832562493496 , 14.3305969238281       ,                    0.7              ,              13.2413233757019 ,                 1.08923978805542 ,  15.9200601119262       ,                     0.923076923076923,              14.693353341176   ,                  1.22668553315676 ,   18.4371619099065       ,                      0.894736842105263,               17.2127542244761  ,                   1.22438527408399 , 18.1447032292684      ,            0.5              ,     16.6649634043376  ,          1.47972019513448, 2026-05-15 21:02:21
4ffb3ab37f0341b89462a6cbac43dd90, Pastasciutta,                                                                                                                 , rag     , qwen2.5-14b-instruct                                  ,                   14, TRUE  , all-MiniLM-L6-v2                       ,                  384,      0.818181818181818, 13.2622049216068       , 11.9353087706999  ,   1.3268734180566  , 12.7935613935644       ,                    0.727272727272727,              11.3777187304063 ,                 1.41581145199862 ,  12.5850653251012       ,                     0.9              ,              11.3955715894699  ,                  1.18947338263194 ,   14.7246707757314       ,                      0.8              ,               13.3305930932363  ,                   1.3940558274587  , 13.6154328107834      ,            0.7              ,     12.0749428749085  ,          1.54046807289124, 2026-05-15 21:42:51
